44.61	756
46.81	792
49.07	780
49.30	216
49.38	612
49.59	744
50.60	72
50.65	624
50.97	768
51.00	600
51.53	552
51.66	648
51.96	540
52.05	12
52.90	60
53.10	588
53.47	672
53.58	684
53.68	204
54.03	636
54.59	696
55.16	576
55.17	732
56.17	564
56.17	708
56.64	720
56.95	144
57.35	660
57.45	804
60.70	216
62.92	462
64.95	204
65.40	24
65.68	156
66.55	306
68.38	378
70.28	216
71.79	342
71.84	330
72.25	522
72.33	192
73.88	0
74.28	204
74.30	168
74.93	294
79.25	534
79.48	24
80.04	498
82.43	192
83.29	270
85.33	252
85.41	366
87.74	486
88.35	0
89.94	282
89.98	228
90.26	354
90.93	402
91.73	192
93.70	264
95.43	252
96.19	450
100.05	228
101.51	474
103.75	264
104.48	240
104.63	252
105.92	390
106.53	510
107.58	180
108.84	318
108.93	144
109.15	228
109.93	168
110.03	156
111.70	216
114.85	264
116.63	240
118.53	180
119.28	24
119.43	0
119.84	1026
125.83	240
127.75	180
130.94	882
134.08	168
135.33	156
137.18	978
139.00	822
143.06	1002
145.15	918
147.01	834
147.70	108
149.26	942
150.43	24
152.18	1038
154.12	858
154.13	168
155.83	930
156.65	1074
157.23	990
158.32	1014
158.80	1062
159.24	966
161.57	846
162.61	906
163.45	810
164.21	1050
167.37	954
167.65	894
168.14	870
169.23	156
169.38	0
170.25	144
201.60	168
219.33	12
220.13	156
232.70	144
243.53	12
45.36	697
46.88	733
47.01	673
47.55	157
48.68	553
49.14	721
49.38	13
49.62	637
50.53	601
50.90	97
51.00	757
51.18	661
51.36	625
51.46	745
52.35	61
52.58	685
52.60	193
52.93	769
53.53	709
54.01	805
54.06	577
54.23	589
54.86	613
55.46	781
55.72	565
55.73	205
55.77	649
56.21	541
57.68	25
58.05	1
59.01	331
59.85	793
64.00	193
67.03	205
67.38	511
71.04	535
71.10	391
73.50	193
74.33	355
75.40	319
76.28	205
76.97	283
79.28	241
79.45	145
81.02	271
84.69	487
85.88	217
86.79	379
87.16	403
88.38	343
89.43	241
90.75	451
93.06	307
95.74	499
96.85	217
98.68	241
99.25	169
100.28	181
100.82	463
101.68	253
102.06	295
103.43	367
103.55	25
106.03	217
106.70	229
106.80	523
107.88	265
108.56	475
109.43	157
109.55	145
110.48	181
114.20	253
117.83	229
119.60	265
120.03	181
123.00	253
126.98	229
129.00	265
133.90	13
134.58	169
134.70	1
135.10	145
140.90	955
146.93	991
149.97	859
150.30	931
151.05	823
151.42	871
151.67	1051
151.80	13
152.38	49
153.56	1027
155.70	883
155.85	967
156.76	811
158.00	157
158.08	1
159.57	1075
159.88	979
161.23	895
161.92	907
162.08	835
163.73	25
164.30	1063
164.43	1003
164.98	847
167.23	145
167.24	943
173.04	1039
174.22	919
179.32	1015
201.23	145
206.63	1
206.98	169
244.00	157
48.40	566
48.75	638
49.05	26
49.46	590
49.73	98
49.86	734
50.34	674
50.37	662
50.57	602
50.75	50
50.80	794
51.02	698
51.19	542
51.35	554
51.54	782
52.46	746
52.63	14
52.75	62
52.98	2
53.43	806
53.52	626
53.84	770
54.00	158
54.13	722
54.97	686
55.10	194
55.13	614
55.31	758
55.86	578
55.97	710
57.16	650
58.50	206
59.10	146
60.72	320
64.49	344
66.38	194
68.80	536
69.93	206
70.85	404
74.47	392
74.68	272
75.36	500
75.73	194
79.18	206
82.56	476
86.84	368
87.12	464
87.18	230
88.32	356
88.54	488
88.66	296
89.48	524
89.88	332
90.37	380
91.20	452
93.64	284
93.87	512
94.35	242
95.05	14
97.15	218
97.30	230
98.25	254
99.68	182
100.47	308
105.23	242
105.86	440
106.50	230
107.13	218
108.20	254
108.55	146
108.85	158
109.63	182
110.28	266
115.80	242
117.38	218
118.20	254
119.43	182
119.58	2
119.75	86
121.75	266
124.64	812
126.60	2
131.15	266
133.93	884
136.23	146
137.92	1052
143.35	1064
143.81	992
144.89	920
147.58	110
148.59	1004
151.79	860
152.56	836
153.45	26
154.20	968
155.57	908
156.57	944
157.08	158
158.31	896
159.16	956
159.71	932
160.28	824
161.70	14
162.70	146
162.98	1040
167.19	980
170.58	1076
172.01	848
172.28	1028
173.79	1016
176.76	872
219.35	158
220.20	26
244.45	26
244.80	146
245.10	158
46.58	723
49.33	651
50.06	555
50.06	807
50.17	627
50.29	639
50.31	795
50.48	15
50.64	615
50.74	675
50.80	111
51.01	735
51.03	699
51.68	87
51.71	579
51.83	99
51.90	543
52.14	783
52.32	603
52.49	591
53.41	687
53.65	747
53.94	663
54.46	567
54.59	771
54.98	147
56.55	27
56.70	195
56.85	759
57.13	711
62.65	309
68.13	195
68.14	321
68.61	273
74.76	285
76.69	501
77.38	195
78.38	159
78.47	369
83.95	477
83.96	357
84.51	297
85.22	537
85.23	207
85.64	393
85.88	231
87.26	333
87.40	135
88.04	381
88.98	243
89.25	345
91.23	513
93.73	525
93.91	441
95.15	453
95.98	231
96.20	207
99.90	243
99.92	465
101.85	255
102.55	183
105.13	231
105.38	207
105.95	171
106.50	219
108.98	243
109.22	489
109.23	147
109.80	159
114.48	183
117.15	171
118.40	219
122.73	255
123.28	183
124.19	849
126.30	171
127.63	219
134.58	27
135.68	159
136.76	1053
141.89	825
142.43	957
143.98	147
148.69	813
150.49	873
153.02	969
153.07	1065
153.34	1041
153.97	981
154.48	837
154.58	993
155.78	945
155.93	27
156.16	921
158.76	1077
159.86	909
161.43	933
163.45	885
164.23	1005
166.08	1029
166.87	1017
171.03	897
179.08	159
180.40	861
191.95	135
194.48	27
201.50	159
207.98	27
219.08	15
220.45	135
243.28	15
244.63	147
47.30	808
49.25	556
49.64	724
49.73	16
49.74	736
50.16	616
50.30	784
51.49	544
51.85	76
51.90	712
52.46	664
52.47	652
52.57	796
53.00	4
53.05	688
53.16	700
53.34	592
53.60	568
53.64	640
53.83	760
53.91	604
54.88	772
55.64	580
56.89	676
57.15	148
57.56	466
57.82	748
58.00	196
58.88	628
63.89	274
64.90	160
65.00	136
65.99	286
69.23	478
69.58	196
73.60	28
73.91	322
75.51	298
78.90	196
79.98	208
80.00	370
80.70	538
82.43	28
82.47	346
83.40	232
83.48	358
83.68	184
85.55	244
87.86	490
88.45	310
88.91	334
90.15	208
90.37	394
91.86	454
