38.73	564
41.95	24
45.44	540
46.58	636
47.91	708
47.95	96
48.35	756
48.40	648
48.56	732
49.39	600
49.60	108
49.93	0
50.38	576
50.50	60
51.72	768
52.35	552
52.80	12
53.23	216
53.80	624
53.82	792
53.83	36
53.86	660
55.12	744
55.13	684
56.20	192
56.39	696
56.60	720
57.21	780
57.47	612
58.15	144
58.55	204
59.07	390
63.69	588
63.73	672
64.73	216
67.55	156
67.73	192
68.33	804
68.96	486
69.83	204
70.59	282
74.03	216
77.25	192
77.29	498
77.62	378
77.92	450
79.13	204
79.64	522
81.38	366
82.84	354
83.66	462
85.14	330
85.19	306
85.85	534
87.01	402
88.90	228
93.93	510
94.58	474
97.40	294
98.51	318
98.95	228
100.85	24
101.53	48
105.41	342
105.62	270
108.58	72
108.85	228
110.13	0
110.40	108
114.73	96
121.60	48
123.65	144
126.83	0
127.05	60
127.88	96
137.98	1002
141.16	1014
141.50	954
142.40	882
143.37	966
144.33	144
145.90	204
153.25	156
154.37	1050
156.87	930
157.30	1026
157.51	942
163.65	990
168.65	1038
169.08	858
169.28	870
170.56	918
170.78	822
171.28	12
171.31	894
172.19	810
174.27	1062
177.28	0
179.36	978
182.24	906
183.68	156
188.39	846
189.57	834
193.10	24
196.25	168
206.10	0
213.77	1074
217.53	144
243.50	168
40.77	757
44.79	793
47.83	217
48.91	781
49.47	613
49.85	745
51.35	73
51.80	625
52.37	769
52.43	601
53.40	553
53.63	649
54.00	205
54.17	541
54.28	13
55.70	1
56.25	589
56.92	673
57.14	685
57.94	637
58.80	217
58.97	697
59.91	463
60.01	577
60.02	733
61.45	157
61.85	565
61.85	709
62.71	721
63.53	307
63.60	25
64.01	661
64.19	805
65.33	193
65.35	379
65.43	205
68.53	217
68.74	343
68.80	331
69.21	523
71.88	295
74.75	205
76.18	535
76.40	193
76.96	499
80.20	271
82.32	367
83.85	145
84.64	487
85.60	193
86.82	283
87.15	355
87.81	403
93.05	451
96.75	1027
98.35	475
101.53	157
102.75	391
103.35	511
103.53	181
105.63	217
105.65	319
108.70	49
109.90	109
113.65	181
116.66	883
116.68	121
118.33	241
122.38	61
122.90	181
123.38	157
124.40	85
125.00	97
127.85	979
128.88	241
131.12	823
138.10	241
138.40	1003
142.15	919
144.43	109
145.49	835
146.75	25
147.73	1
149.53	943
154.76	1039
158.25	859
161.31	931
162.78	1075
163.83	991
165.78	1015
166.64	1063
167.43	967
169.60	157
171.61	847
173.47	907
173.63	169
174.98	811
176.35	1051
176.35	1
182.02	955
182.53	895
183.40	871
205.00	13
205.30	25
207.98	145
217.05	1
229.38	157
241.70	1
242.48	157
243.55	145
42.15	698
44.91	734
45.03	158
45.16	674
48.20	554
49.03	722
49.30	14
49.92	638
50.00	194
51.18	98
51.58	602
52.42	758
52.75	662
53.09	626
53.27	746
53.60	62
55.30	686
55.95	770
56.01	332
57.04	710
57.91	806
58.00	578
58.28	206
58.31	590
59.00	146
59.46	614
60.55	782
61.03	566
61.11	650
61.18	194
61.93	542
61.95	26
63.95	2
64.36	512
68.00	536
68.06	392
68.55	794
69.65	206
70.65	194
71.27	356
72.35	320
73.90	284
77.94	272
79.03	206
81.59	488
83.69	380
84.06	404
85.27	344
87.63	452
89.93	308
92.23	218
92.60	500
93.73	38
96.83	182
97.67	464
98.90	296
99.98	440
100.26	368
101.20	158
101.68	146
102.28	218
103.62	524
104.78	230
105.37	476
107.58	182
111.80	218
114.75	230
115.75	254
116.58	110
116.75	182
123.08	98
123.63	158
124.15	230
124.98	86
125.40	38
125.90	110
126.38	50
126.38	254
134.53	956
135.53	254
137.98	146
145.34	992
150.79	860
151.39	932
152.74	824
153.40	872
153.85	1052
154.08	14
157.24	1028
161.08	884
161.35	968
162.98	812
164.23	158
164.75	2
168.02	1076
168.58	980
171.01	896
172.25	908
172.53	836
173.33	26
176.51	1064
176.75	1004
177.73	848
181.78	944
192.19	1040
194.31	920
195.58	14
203.46	1016
218.75	146
228.68	26
231.45	158
242.15	26
47.70	567
48.32	639
48.98	27
49.35	99
49.63	591
50.35	735
51.18	51
51.22	675
51.28	663
51.64	603
52.06	795
52.47	699
52.78	543
53.06	555
53.41	783
53.55	15
55.08	747
55.65	195
56.85	807
57.02	627
57.61	771
57.72	321
58.13	723
59.67	687
59.95	615
60.29	759
61.29	579
61.38	147
61.47	345
61.49	711
63.65	651
65.77	537
67.10	195
71.42	393
71.63	273
72.30	501
76.53	195
79.47	477
79.93	159
82.68	3
83.53	231
83.74	369
83.80	183
84.02	465
84.85	207
85.21	357
85.43	489
85.55	297
86.37	525
86.77	333
87.25	381
87.93	135
88.08	453
90.51	285
90.74	513
91.63	243
93.65	231
94.85	183
95.83	207
97.03	255
97.31	309
100.73	39
101.10	147
102.68	243
102.68	441
103.13	231
104.98	183
105.36	813
105.95	207
107.83	255
112.13	243
116.58	3
117.00	255
121.60	147
122.03	885
124.75	75
124.95	51
125.75	99
126.98	87
129.18	1053
138.93	1065
139.75	993
141.69	921
144.20	111
146.98	27
148.32	1005
154.06	861
155.44	837
156.98	27
158.39	969
160.86	909
162.64	945
165.76	897
167.29	957
168.27	933
168.78	147
169.30	825
169.88	15
174.14	1041
181.70	981
184.35	159
187.78	1077
190.34	849
190.83	1029
193.53	1017
198.75	135
198.86	873
201.78	63
205.05	27
44.36	724
49.39	652
50.71	556
50.72	808
50.91	628
51.13	640
51.18	796
51.25	16
51.35	112
51.77	616
51.96	676
52.28	88
52.44	736
52.48	700
52.60	100
52.88	184
53.63	76
53.72	580
54.06	544
54.51	784
54.83	604
55.14	592
55.73	4
56.83	688
57.26	748
57.78	664
58.73	568
58.97	772
59.30	196
59.55	136
59.64	310
60.73	148
61.38	160
63.09	760
63.61	712
64.45	184
65.11	322
65.58	274
70.70	196
71.70	286
72.95	28
73.63	502
73.88	184
75.41	370
80.10	196
80.86	478
80.87	358
81.42	298
82.13	538
82.55	394
82.68	232
84.16	334
84.94	382
85.50	244
86.14	346
86.48	28
88.11	514
90.60	526
90.78	442
91.95	208
92.01	454
92.75	232
96.55	244
96.77	466
101.85	148
101.93	232
101.95	208
102.15	136
102.28	256
102.63	172
104.55	850
106.03	490
106.63	244
111.53	208
112.70	256
112.95	172
118.03	100
118.68	220
121.93	256
122.18	172
123.00	148
123.03	88
123.60	112
124.68	52
125.88	4
126.80	40
127.09	1054
129.20	220
136.31	826
137.27	958
138.43	220
140.73	148
148.51	814
150.30	4
151.73	874
156.27	970
156.37	1066
156.86	1042
157.98	982
158.90	838
159.07	994
161.23	946
161.90	922
164.35	160
164.38	28
166.57	1078
168.55	136
168.55	910
171.35	934
174.99	886
176.38	1006
179.71	1030
181.13	1018
188.59	898
205.39	862
205.48	4
217.40	136
217.88	160
45.69	809
49.24	557
49.95	725
50.14	737
50.89	617
51.14	785
51.70	17
52.30	77
53.33	545
54.06	713
54.13	5
54.57	467
55.10	665
55.11	653
55.30	797
56.16	689
56.37	701
56.69	593
57.16	569
57.25	641
57.58	761
57.73	605
58.90	29
59.45	185
59.50	773
59.78	161
60.88	275
60.89	581
62.97	287
63.16	677
64.08	149
64.85	749
65.93	233
66.20	479
66.78	629
70.86	323
70.93	185
72.46	299
73.53	137
76.93	371
77.15	233
77.63	539
79.39	347
80.35	185
80.39	359
84.76	491
85.35	311
